name;planet_mass;planet_radius;planet_luminosity;star_planet_distance;planet_rotation_rate;planet_orbital_period;star_mass;star_radius;star_age;earth_distance;star_magfield;star_rotperiod;star_luminosity;spectral_type;spectral_type_code;dynamo_density;dynamo_radius;B_dyn;B_eq;magnetic_moment;standoff_distance;sw_density;sw_velocity;coronal_temperature;sw_magfield;alfven_velocity;magnetic_field_planet;freq_max_planet;pow_emission_kinetic;pow_emission_magnetic;pow_emission_spi;flux_kinetic_au;flux_magnetic_au;flux_spi_au;pow_received_kinetic;pow_received_magnetic;pow_received_spi;star_magnetic_field;freq_max_star
;MJ;RJ;LS;AU;wJ;w_orb_J;MS;RS;yr;pc;T;days;LS;;;rho_dyn_J;r_dyn_J;T;T;MmagJ;Rp;m-3;m.s-1;K;T;m.s-1;T;MHz;10^14W;10^14W;10^14W;10^10Jy;10^10Jy;10^10Jy;mJy;mJy;mJy;T;MHz
HD 102117 b;0.19860849260123123;0.6007396856114544;3.394649686150221e-11;0.1369608;0.02252307536816898;0.02252307536816898;1.03;1.27;6210000000.0;42.0;0.00011642728743698745;31.429487713354586;0.8051804996227069;G6V;1;0.9410694012901056;0.591896413865376;0.009608691891747258;1.015338265828627e-05;0.007098732401175475;4.353009720441035;539446883.6486491;239764.98979310383;672306.5187239945;2.4943867597776988e-08;1004300.82665524;2.795787058041668e-05;0.7826102337010087;0.0023443270872518813;0.012091586585894348;0.012091586585894348;0.8365692099024569;4.314862500047524;10.361348271891273;0.11146854910468894;0.5749332592847985;1.3805964228240761;0.00011642728743698745;3.259088934121437
HD 102195 b;0.46;0.9284127861345679;2.9507576643565434e-10;0.042140000000000004;0.1251316583721965;0.1251316583721965;0.926;0.835;2400000000.0;28.98;0.00022547382081792482;16.22915683393207;0.47985583773320295;K0V;1;0.6974415750441183;0.8217451243520756;0.013675394880033812;0.0012114775781562892;0.07761483568053756;3.224558676577317;19715103297.4157;281789.7063179123;1224823.5294117648;1.0621624499368564e-06;7074011.921076964;8.281398006683562e-05;2.318168978835404;0.18228776364758012;33.77130346951096;33.77130346951096;21.96046947350528;4068.477576786179;14943.05723494234;6.146019174794046;1138.6341821751698;4182.074358965932;0.00022547382081792482;6.311572231376486
HD 102365 A b;0.057735026918962574;0.314166388053953;5.280389654862701e-12;0.3036;0.006199552125903877;0.006199552125903877;0.85;0.7641972573582516;9000000000.0;9.24;8.987446029792464e-05;40.715126275806945;0.3163299149152468;G2V;1;1.59660760400309;0.3385701282997262;0.008960025270120455;-0.023290507546364535;0.0004588408616839908;5.988952485722896;15611401.020582683;251104.80342006727;505000.0;1.3461273051603602e-09;318595.44735699875;1.2634707248372044e-05;0.3536768354353297;4.034487805061026e-05;1.9092661719929363e-05;1.9092661719929363e-05;0.03185744810410246;0.015076101584662816;0.02119424465387651;0.08770333229490938;0.04150440244525495;0.05834760761578921;8.987446029792464e-05;2.515809355909199
HD 102843 b;0.4138446729551237;0.9949994437262695;9.180355556481333e-11;3.62586;1.0;0.00015879936430812864;0.95;0.841280711191322;5200000000.0;62.85;0.0001317571641956712;27.77268334772055;0.543613382537878;K0V;1;0.5830454516479345;0.7859586796413146;0.008397817620649676;0.0006073641508452635;0.32866253921853833;27.727556065020735;238521.4904784864;478656.1376591597;739645.1612903225;6.01654508355001e-10;1152014.0874439052;0.0002848813025350445;7.974535189034277;0.0009179680453174546;0.0015631651345297077;0.0015631651345297077;0.032147808900187314;0.0547430101522959;1.1836365887258218;0.0019128894276031966;0.003257370531242991;0.0704298673582306;0.0001317571641956712;3.6882102578722082
HD 103197 b;0.11316065276116664;0.436147946511079;1.302190606954567e-11;0.249;0.008588666473320633;0.008588666473320633;0.9;0.8006101154049045;9100000000.0;49.3;8.918391910872296e-05;41.03037898053186;0.41764722707894464;K1V;1;1.253324306121345;0.4553462472726009;0.009235667945549725;-0.0004137940387258724;0.001494660505910607;5.952841641595951;26612883.68008285;236574.29335415628;508435.64356435643;4.2215299947127066e-10;76524.10929482717;1.538237224695197e-05;0.4305908028451706;0.00010951439446094134;3.3685395468074995e-06;;0.07102899177255437;0.002184771864314587;;0.006868958055085553;0.00021128142074665796;;8.918391910872296e-05;2.4964793929956484
HD 103720 b;0.7159143337951359;0.9474807901611112;3.815318429332494e-10;0.0455172;0.1032168134798914;0.1032168134798914;0.794;0.73;3800000000.0;41.6;0.0001639003428202376;22.326066785677117;0.22798187274115014;K3V;1;0.8885705981866768;0.9190121209154044;0.015662291814571346;0.0024552777993536164;0.11082622634236576;4.663069146431332;5730286664.802186;230737.24144790048;872000.0;7.220616858640671e-07;8919910.535300326;0.000111253468307082;3.114260886980455;0.06335403319186983;27.833566128205437;27.833566128205437;5.68130977167875;2495.9912298864197;16942.471041289115;0.7716331220688389;339.00448712983933;2301.119345810255;0.0001639003428202376;4.587977658358196
HD 103774 A b;0.4237750975851853;1.0024463627042541;8.614085627714616e-10;0.0637;0.080841616350435;0.080841616350435;1.335;1.311417616847327;1050000000.0;55.0;0.00039839510859291066;9.184977227567083;2.736647484327967;F5V;1;0.5834708526081291;0.7923133468355087;0.01762874189452231;0.0013384958790208833;0.04381294155702961;1.6863999754127919;74502157703.26227;470348.1684684465;2300097.56097561;4.1560699068448117e-07;1423878.0344137766;3.713652245753295e-05;1.0395434958372807;1.0214826118503442;2.75198856651452;2.75198856651452;274.42110328005936;739.3211885114962;689.1605174937556;21.322650081042948;57.44560754149887;53.548099575976046;0.00039839510859291066;11.15206854343303
HD 103949 b;0.040645458950949655;0.26756571521282463;4.76069234520732e-12;0.35559;0.004655052226041003;0.004655052226041003;0.77;0.7075962914682944;5200000000.0;26.52;0.0001317571641956712;27.77268334772055;0.1971763335343032;K3V;1;1.774990226402937;0.29145189466767374;0.009845932565527191;-0.11220722098237827;0.00022686671180821748;4.676365630545822;25058294.009925194;337814.3077067101;703645.1612903225;3.695075808963362e-09;690274.7295317071;1.0112572276584455e-05;0.2830760136016822;6.973065742967655e-05;8.558952380967563e-05;8.558952380967563e-05;0.06879389227616416;0.08443970984884382;0.0648088226604613;0.02299068416763676;0.028219463038207677;0.02165888749369839;0.0001317571641956712;3.6882102578722082
HD 104067 b;0.21477430013854076;0.5754205363500617;4.701703257436596e-11;0.2643;0.007362850814660279;0.007362850814660279;0.791;0.7228187755216146;4330000000.0;20.8;0.0001496704142589569;24.44871966258365;0.22391507668559557;K2V;1;1.088942507750407;0.5860101498697179;0.011410365628540342;3.6550561106866334e-05;0.002972660655050446;4.27779524642851;70446232.69863133;345364.69312300615;798422.138836773;3.573064403777233e-09;398094.6394937719;1.3322064023941748e-05;0.3729176587025129;0.0008107044922223;0.0003166564546081841;0.0003166564546081841;0.6071259888640771;0.23713987646372925;0.21107662676829797;0.3298383936828638;0.12883295619957483;0.1146733574155059;0.0001496704142589569;4.189646616483597
HD 106315 b;0.03964;0.218;5.041273899187109e-12;0.0822649;0.04977312304525443;0.04977312304525443;1.09;1.3;4480000000.0;109.0;0.0001461647708055665;25.03510236996617;1.0575932104958992;F5 V;1;2.9387852594029775;0.24578605320765043;0.012692197374577949;-0.1595967126518599;0.001102408621970636;4.691749267536108;3424675665.9798365;242616.62292275706;841934.3065693431;1.4828930752163612e-07;2369596.965399692;9.08563685249144e-05;2.5432954058494857;0.0023589784714003175;0.06615167137165837;0.06615167137165837;0.25903375661660893;7.263956051153024;45.152923258797124;0.005124510896075461;0.14370413500909782;0.8932683147233048;0.0001461647708055665;4.091514949608652
HD 106315 c;0.04782;0.388;6.614023836516861e-12;0.119808;0.028319659365912023;0.028319659365912023;1.09;1.3;4480000000.0;109.0;0.0001461647708055665;25.03510236996617;1.0575932104958992;F5 V;1;0.8722850851278958;0.3743001951355204;0.007316783220852619;-0.04314662614228379;0.0016554685371803991;3.4110982220143233;1370530795.9138896;271026.29094561026;841934.3065693431;4.1907624997242607e-08;1058578.3841269785;2.4199590019664307e-05;0.6774066267415929;0.002203612654202223;0.009882513993844596;0.009882513993844596;0.9084792453028425;4.074245461289138;6.7454742520569395;0.017972606552216143;0.08060152287627935;0.13344691732600944;0.0001461647708055665;4.091514949608652
HD 10647 b;1.073871500692704;0.9951179103014244;6.523321481480081e-10;1.827;1.0;0.00047774046225232744;1.1;1.1;4800000000.0;17.3;0.0001393104288669816;26.266877718781398;1.1048736715071679;F8V;1;1.062774971224714;1.008448281684824;0.018923219815167328;0.003989451316572561;1.0617160070975684;29.10945202679486;2023133.1726411125;456364.29211230983;806689.6551724138;1.2353449881274931e-09;812176.452641764;0.0009199558609423024;25.75184934974893;0.007439382309704556;0.006926651443243249;0.006926651443243249;0.08067846894182559;0.0751180151886488;4.960522977151585;0.06335990165595534;0.0589930636682661;3.895689297488535;0.0001393104288669816;3.899644895307021
HD 108147 b;0.30137684051698466;0.8908848966652309;1.7664501010630517e-10;0.047939999999999997;0.11690415309704606;0.11690415309704606;1.19;1.22;1980000000.0;38.57;0.00025757192778250084;14.206711234036138;1.6048297816165293;F8/G0 V;1;0.5876502112551236;0.70820601637378;0.011270951879934406;0.0003300976367392132;0.040061749968559324;2.2730725562468788;44439095465.6036;314101.3665491514;1470053.6912751677;8.801605483314521e-07;3904394.251959762;4.8377941062719336e-05;1.3542187217787793;0.2603782900469475;11.827186058671732;11.827186058671732;53.696397563503574;2439.056207602625;4581.109380821125;8.483887978223942;385.3643927121997;723.8030960440722;0.00025757192778250084;7.210077964159387
HD 108341 A b;4.04145188432738;0.9832398097535848;1.4148186157948972e-08;0.30000000000000004;0.006285436006822101;0.006285436006822101;0.843;0.79;4900000000.0;49.4;0.00013732454055753512;26.64673033052586;0.30391976971759893;K2V;1;3.228607067453901;1.1133816686754978;0.06674531928479757;0.020743650265122836;0.04255095869884384;6.487835345535539;50983974.13962933;333857.5108634177;747169.4915254237;3.435141714601647e-09;449885.69852867775;3.8221985296483724e-05;1.0699282965545451;0.0035595572157452134;0.0019001462619586615;0.0019001462619586615;0.9291171955990029;0.4959770159978595;1.3804689340956882;0.08948817532450998;0.04777016115381361;0.13296024074202048;0.00013732454055753512;3.844054949374277
HD 109246 b;0.8891194145520237;0.8680523986956354;3.8312680333344457e-10;0.2904;0.007223859202732415;0.007223859202732415;1.01;1.02;5200000000.0;65.6;0.0001317571641956712;27.77268334772055;0.7322291715776864;GOV;1;1.2501294414799107;0.905898161268912;0.018009608963777006;0.0033688529218929677;0.014404737526785285;4.783118316871139;83128278.56256583;319445.23848521366;750645.1612903225;2.5502382348424347e-09;261565.66270339635;1.880397991705289e-05;0.5263700994346082;0.0021538351876219807;0.00042451209859864877;;1.1427479476340847;0.2252309425564951;;0.06241540948126948;0.012301821706721061;;0.0001317571641956712;3.6882102578722082
HD 109271 b;0.06235382907247958;0.4231587834098452;6.8849309591552855e-12;0.05925;0.0798076113822111;0.0798076113822111;1.047;0.9390555885620862;7300000000.0;62.0;0.00010401100967808839;35.181371773289115;0.8714512673161804;G5V;1;0.8752822844629855;0.40863578770262926;0.0070047098747769414;-0.012742408766634628;0.00523193655858434;4.897524146432963;1945956326.2708406;177799.38200520966;608734.9397590361;3.5718389412415223e-07;7571809.780967304;5.895690049497765e-05;1.6503500701867087;0.002165927994175896;1.1547604233678472;1.1547604233678472;0.3665195391001408;195.40920071302014;1107.6443578325993;0.02241108101888354;11.948425559430397;67.72765103994446;0.00010401100967808839;2.91152648258784
HD 109271 c;0.0877572409168231;0.40998931008464634;1.0800140294845939e-11;0.1666;0.016926390230256497;0.016926390230256497;1.047;0.9390555885620862;7300000000.0;62.0;0.00010401100967808839;35.181371773289115;0.8714512673161804;G5V;1;1.190571902101512;0.42445010312211023;0.008939694775265352;-0.0026014880225402465;0.0019768767790249967;5.265186321943165;140426893.98439938;233515.3295452749;608734.9397590361;1.181735075489924e-08;932544.0446337926;2.449312812629021e-05;0.6856234873771653;0.00038417519966562247;0.001801134812620177;0.001801134812620177;0.15648504248664905;0.7336513599065414;1.7276456419212636;0.009568382013198866;0.044859600409972465;0.10563804196654257;0.00010401100967808839;2.91152648258784
HD 111232 b;7.851963660978909;1.1409615867417187;5.539794082349866e-08;1.576;1.0;0.0005021303656069389;0.78;0.7149079234912957;5200000000.0;29.0;0.0001317571641956712;27.77268334772055;0.20953803373721525;G8V;1;3.9329132908428828;1.301920968011705;0.0987897185174209;0.03270759841002929;4.99348053457738;48.67221794910347;1014710.1801792115;430360.21028647886;705645.1612903225;1.349770112792416e-09;1253034.9096777216;0.0028705991106308727;80.3551985252538;0.011500135664198172;0.028659859926946963;0.028659859926946963;0.03996853026116593;0.09960686658132777;21.70139167510116;0.011170464573609075;0.027838275942710884;6.065137379851727;0.0001317571641956712;3.6882102578722082
HD 11231 b;0.5011400336565951;1.0925866055122049;4.5687952888404423e-10;0.0608888;0.08984183782573799;0.08984183782573799;1.44;1.78;2000000000.0;134.0;0.00025578906313991113;14.305732837367126;3.856910901610241;F5V;1;0.555841621147594;0.8272121737857356;0.013271772222504401;0.0013537600642000852;0.05417964143179173;1.9595789462088127;54007581837.14412;327598.6048282416;1523000.0;4.896966590523088e-07;1970489.598351825;3.5469148648204553e-05;0.9928695618253155;0.4013085652270436;4.268267366678018;4.268267366678018;112.87959057081792;1200.5731114281484;1664.7821306179264;1.4775931927080572;15.71549513799508;21.7919885348964;0.00025578906313991113;7.160171154891455
HD 113538 b;0.4156921938165305;0.9675196478275231;1.1359674715210245e-10;1.0664;1.0;0.0007812701514122856;0.585;0.53;4300000000.0;15.8;0.00015039628319868552;24.330720960476384;0.06193901024065281;K9V;1;0.6121718576308549;0.7930468812925824;0.009322116771207725;0.0006804998167943875;0.34752231436319575;21.213032173972767;1829765.7725794164;441687.32559153985;751245.283018868;2.236095126771346e-09;1545848.3873213546;0.00032763143968293903;9.171217702025768;0.003062144573717717;0.011026523110513813;0.011026523110513813;0.09324549996399546;0.3357691433413009;7.314577560981844;0.08779358041077162;0.31613724304950674;6.886905572052755;0.00015039628319868552;4.209965490874382
HD 113538 c;1.073871500692704;1.3033047350993456;7.690293851464261e-10;1.952;1.0;0.00031547265218823123;0.585;0.53;4300000000.0;15.8;0.00015039628319868552;24.330720960476384;0.06193901024065281;K9V;1;0.6315686214704057;1.0909137730173943;0.014592165607562315;0.003076365167415858;1.0776475831857362;27.785396736233565;506468.4220624575;475939.0657612663;751245.283018868;1.2633378665178526e-09;1660036.7368423722;0.00041564359631862484;11.634896553212341;0.003301352340335783;0.011806836486553682;0.011806836486553682;0.07924256856630532;0.2834002412907326;7.832207883224849;0.07460937866243719;0.2668302693620294;7.374270853341849;0.00015039628319868552;4.209965490874382
HD 114082 b;8.0;1.0;8.499745106050509e-07;0.3090945;0.007936431190862434;0.007936431190862434;1.47;1.49;500000000.0;95.06;0.00065767419745963;5.563925138213462;4.22984868381296;F3V;1;5.77800530113186;1.1534099809981715;0.2871997026599868;0.0952038075238333;0.07785337714071582;2.306175418571707;10239673503.471151;927839.1748675995;3851000.0;2.6767096977711908e-08;247361.77556510357;6.647520880603856e-05;1.8608061922805363;2.00562250774594;0.04190616747445737;;301.00745055968764;6.289353348148398;;7.82943960456674;0.16359100779581245;;0.00065767419745963;18.409934186244215
HD 114386 b;1.4318286675902718;1.047290284199106;4.199277253453829e-09;0.7854;1.0;0.001399580201065733;0.75;0.76;2190000000.0;28.0;0.0002402290940955228;15.232334841778009;0.174377632727509;K3 V;1;1.1718922330682346;1.0812675704398875;0.03479328697539557;0.008419348278750557;1.4230165795782947;18.663617756560296;25081758.09489543;565316.0952272962;1246526.6457680252;4.7454887224714995e-09;886086.9287053081;0.0010577693782717896;29.60959197339264;0.07982117761255567;0.05764970248204713;0.05764970248204713;0.7528611750234802;0.543743202600421;23.94193390769975;0.22570848794510756;0.16301472324634578;7.177814290423563;0.0002402290940955228;6.724608976606713
HD 114613 b;0.4122280922013927;1.182;9.136482449861317e-11;2.89428;1.0;0.0002574509798110077;1.27;2.14;5200000000.0;20.67;0.0001317571641956712;27.77268334772055;2.174678409289415;G3 V;1;0.4498428068438759;0.6398523275798864;0.0068537654351199144;0.0004916375165450478;0.14054310029072759;11.972017580278163;2465175.5641642;470491.4585470849;793645.1612903225;7.48744675081829e-10;445947.9702296603;7.266735519393844e-05;2.034139748489915;0.0023704621340158013;0.0006260469425882686;;0.32544786677414905;0.08595186526800348;;0.17903977722648123;0.04728500131931494;;0.0001317571641956712;3.6882102578722082
HD 114729 A b;0.9699484522385712;1.00945570825003;5.544465756605349e-10;1.4143999999999999;1.0;0.0006448914315535748;0.93;1.46;4580000000.0;35.0;0.0001439359244902101;25.42277067354986;0.49004863498081835;G3 V;1;0.9599587176562944;0.9996194586859567;0.01733178203649915;0.003437464878079762;0.9784704938937823;22.98209085543342;6737901.163008616;448275.65119552077;799161.2903225806;1.6292793159653034e-09;586958.7725422388;0.0008122097211984535;22.735767300053055;0.015061699892597674;0.0075911551211505016;0.0075911551211505016;0.18500930325030643;0.09324540588670756;5.261704149712156;0.03549821633225462;0.017891238613427677;1.009576863981269;0.0001439359244902101;4.029124005680092
HD 11506 b;5.577203600371785;1.0228328304119523;7.312898628674902e-08;1.8145299999999998;1.0;0.0005124696109314171;1.24;1.34;2300000000.0;51.261;0.00023221755065226576;15.757852882875097;1.9460193423166483;G0V;1;3.8822356206156017;1.1666008840984978;0.1162860233366279;0.03746719634723119;3.3788506774685674;28.028443979494952;11947484.031508924;618282.620364594;1342909.0909090908;2.0877888745802976e-09;564836.4586186466;0.0026961079384657896;75.47075725015425;0.10700526900288769;0.026253397181415224;;0.3959639507465466;0.09714847656885837;;0.03541853170856689;0.008689822372227879;;0.00023221755065226576;6.500345978164156
HD 11506 c;0.47111781965873456;0.7458920389971118;3.292479284381142e-10;0.624618;1.0;0.002537421429659659;1.24;1.34;2300000000.0;51.261;0.00023221755065226576;15.757852882875097;1.9460193423166483;G0V;1;1.0945261548470742;0.7603866893256459;0.018384041532240162;0.0016971365088941618;0.4010826193602433;13.52324221516935;117307827.59511223;532651.7174125582;1342909.0909090908;5.3488465363844586e-09;461818.1672793904;0.0008252550313655423;23.100937930956498;0.08316313970036882;0.018377871957100615;;1.0053804990386226;0.22217480179401866;;0.08993015908957674;0.019873287069061912;;0.00023221755065226576;6.500345978164156
HD 115594 b;9.572467463163994;1.0347427599033585;8.405638538638542e-08;2.565;1.0;0.000297449643921372;1.18;1.213;5200000000.0;218.39;0.0001317571641956712;27.77268334772055;1.5422851982775383;G0V;1;6.213159384391035;1.195345683442183;0.13149930121049705;0.04405876025783103;4.654612793316688;51.10985197319698;1025839.4131510106;462543.99013774545;779645.1612903225;8.424373693172774e-10;777807.8191455718;0.003587307651187999;100.41765059246563;0.013091000513633516;0.010882291247217814;0.010882291247217814;0.03640759378405678;0.030264916631535202;8.240126269994521;0.00017942193380023668;0.00014914992461575202;0.04060854443964872;0.0001317571641956712;3.6882102578722082
HD 117618 b;0.20091789367798973;0.597608711007366;4.654907770017179e-11;0.153;0.01926020951799723;0.01926020951799723;1.05;1.19;3880000000.0;38.0;0.00016154299099278857;22.651864853507337;0.883564627428433;G2V;1;0.9588623496415347;0.5916171294748627;0.010761035839319167;1.3863820688226654e-05;0.0062995248159559356;3.6046205665354907;823059938.9089596;313341.8364545375;916704.9180327869;1.4033438263011864e-08;457427.98248634196;2.52022483600392e-05;0.7054735238905017;0.005417511735819123;0.0033940444783961145;0.0033940444783961145;2.1446100386268094;1.3435876496193015;2.0961249653164202;0.3490842013061465;0.21869953656118887;0.34119214970376543;0.00016154299099278857;4.521989525989929
HD 121504 b;1.4087346568226868;0.942771478484045;6.291475895422154e-09;0.3201;0.006747082123939405;0.006747082123939405;1.18;1.1125019351502428;1620000000.0;44.37;0.0002958302346624074;12.369425336716601;1.5422851982775383;G2 V;1;1.472297783576581;1.0065338190898852;0.044886446471204766;0.010789901979064022;0.021382273321018663;2.9766673075476984;652411520.3392869;556207.025379689;1677045.8015267176;9.996322197741088e-09;365977.01187926566;2.1787972797026737e-05;0.6098994711884879;0.04076287341726645;0.005188101267474133;;18.66533232706709;2.375633172681687;;2.228465537026613;0.28362830948695933;;0.0002958302346624074;8.281022992042207
HD 125595 b;0.04849742261192856;0.3012643769249442;7.742108548616516e-12;0.0809;0.042505156467489716;0.042505156467489716;0.756;0.6971281726200985;3530000000.0;27.4;0.0001725164547929057;21.211020156846377;0.1809558193282532;K4V;1;1.5359580536814095;0.32326131780624384;0.010383269766526678;-0.057728415793962456;0.0018290963369429957;4.449791051256219;1408190636.2313662;284889.42279020546;905701.9867549669;1.1884532910953362e-07;2961595.6491874317;5.71183284630529e-05;1.59888387273644;0.002697897962934689;0.08571037140972633;0.08571037140972633;0.47123527362792356;14.970822054396246;49.56676929695899;0.14753182633579878;4.686985128318833;15.518099788343681;0.0001725164547929057;4.829164031445103
HD 125612 b;3.4641016151377544;0.9899381626838384;3.057041798497761e-08;0.7398000000000001;1.0;0.00185407951675501;1.1;1.05;2100000000.0;52.82;0.0002473047591967555;14.796520745840978;1.1048736715071679;G3V;1;2.7647599496496706;1.1126682203456155;0.08343658213294157;0.025365920026575322;2.4160649720189933;20.35910200616524;58951782.62389816;569388.0465085608;1389290.322580645;5.0572341075719844e-09;615940.780563451;0.002126506244302368;59.52619116800158;0.2038053788327441;0.07011094961916926;0.07011094961916926;0.95617358148434;0.3289326227922822;28.284020032386035;0.0805543503153877;0.027711447209653687;2.3828318436484466;0.0002473047591967555;6.922674415908967
HD 125612 c;0.06697263122599659;0.5164781572291081;1.752359386493192e-11;0.0365;0.16918449125722979;0.16918449125722979;1.1;1.05;2100000000.0;52.82;0.0002473047591967555;14.796520745840978;1.1048736715071679;G3V;1;0.6323364357873389;0.43264802764032795;0.007670617997530467;-0.00987304465811028;0.009999737482123319;2.4209614798994803;58893211093.431404;285196.09186272515;1389290.322580645;1.8354655585397832e-06;7072744.900355656;6.197477736239453e-05;1.7348279389033752;0.09847725038636494;17.80466239885068;17.80466239885068;15.85289924985314;2866.200245023385;7182.721539137098;1.3355524816998212;241.46755681457316;605.1196961364769;0.0002473047591967555;6.922674415908967
HD 125612 d;8.31384387633061;1.1016332466330228;1.8071230730028987e-07;3.024;1.0;0.00022435056429224737;1.1;1.05;2100000000.0;52.82;0.0002473047591967555;14.796520745840978;1.1048736715071679;G3V;1;4.566915365447878;1.2630185514430485;0.15409434528515545;0.0512064221434109;4.838887611264915;35.94450274799209;2958803.551172549;677831.0823420581;1389290.322580645;1.3542939457956092e-09;736256.6716388705;0.0030904141710516725;86.50836799901991;0.0666162055449454;0.023104916276587065;0.023104916276587065;0.21505570395394288;0.07458911827852317;9.320939430478276;0.018117706710465045;0.006283877822891353;0.7852572322544916;0.0002473047591967555;6.922674415908967
HD 12661 b;2.6558112382722783;0.9735053268796005;3.0491538172621836e-09;0.5170899999999999;0.003129292679607357;0.003129292679607357;1.07;1.12;7050000000.0;37.16;0.00010657007264364872;34.33656287573227;0.9676214028183802;G6 V;1;2.292558431545902;1.0821215435515947;0.03774837652015622;0.010943748733023279;0.018415197589903943;6.143877110884218;15965292.392672159;314087.51933716785;626204.9689440994;2.4295660957305084e-09;568610.2077078865;1.7042905669626968e-05;0.47707325744592605;0.0008159262644872142;0.000786118177465316;0.000786118177465316;0.47763377965479803;0.4601844709510316;0.7359364908449312;0.08130039881287048;0.07833026601018135;0.12526737587504772;0.00010657007264364872;2.983161010681536
HD 12661 c;1.812879845255425;1.1146663882536874;1.2330393446729808e-09;2.48064;1.0;0.0002978172020535281;1.07;1.12;7050000000.0;37.16;0.00010657007264364872;34.33656287573227;0.9676214028183802;G6 V;1;0.0;0.0;0.02236583478946933;0.005885054135156432;0.0;1.0;531777.0322597603;406375.57386390504;626204.9689440994;7.025690470051889e-10;900945.6568892599;0.0;0.0;2.044383970688586e-06;2.9540201153422253e-06;2.9540201153422253e-06;;;0.002765450869715085;;;0.00047072101719382114;0.00010657007264364872;2.983161010681536
HD 128311 b;2.5172471736667683;1.056597823288782;9.374535092693858e-08;0.8242499999999999;1.0;0.0013777001737925515;0.84;0.73;500000000.0;16.6;0.00065767419745963;5.563925138213462;0.2987266029613343;K0V;1;1.783305758417548;1.1514251667490067;0.10652296522804965;0.03053494501894448;2.187448905889601;11.458948335713696;301624871.4381558;1061053.0265807987;3485000.0;1.2842375489335173e-08;691490.4088756597;0.0015834014437614522;44.32333894601626;2.435273001137379;0.30405684096992486;;15.344204508448275;1.9158058861804261;;13.088119599805596;1.6341216356009494;;0.00065767419745963;18.409934186244215
HD 128311 c;4.19;1.1443124001219016;2.297252306248687e-07;1.4607999999999999;1.0;0.0005839249155881503;0.84;0.73;500000000.0;16.6;0.00065767419745963;5.563925138213462;0.2987266029613343;K0V;1;2.236334404845586;1.2698508044694452;0.14245254694373594;0.04447964530256602;3.450665145417451;14.77592015112373;90609496.56272493;1124294.5705820571;3485000.0;7.416029651255821e-09;728549.3426608682;0.0019663066986687185;55.04180801419427;1.6973547866648713;0.20952667669712;;8.612101338944944;1.0631041825224652;;7.345849194573596;0.9067941371771169;;0.00065767419745963;18.409934186244215
HD 128356 b;1.0276834791575338;0.9613665025701758;1.9455306778815778e-10;0.37410000000000004;0.0039634977857635305;0.0039634977857635305;0.65;0.85;10000000000.0;26.03;8.350111829758883e-05;43.82276638450318;0.09288810277261313;K3V;1;1.1093983630546982;0.982623119592035;0.013066295057989074;0.002685409226986168;0.011074829853107601;6.104399857030189;9789622.256193846;254442.243563353;442272.7272727273;2.0202727202250843e-09;603811.5334147783;1.0642713215795151e-05;0.29791597514799434;0.00025606946519013277;0.0004239270713504178;0.0004239270713504178;0.24004529370969735;0.39739880066623456;0.5065083622854673;0.08327102534715056;0.13785650654424142;0.17570630118424596;8.350111829758883e-05;2.337403684490395
HD 129445 b;1.8475208614068024;1.0196080685004603;2.0751157148268556e-09;0.8700000000000001;1.0;0.0013792475534131242;0.99;0.8782874134339979;5200000000.0;67.61;0.0001317571641956712;27.77268334772055;0.6644734161441683;G8V;1;1.5148338338066245;1.0922942457032832;0.02961241848418692;0.007837266609828402;1.676375320003414;29.324320133616478;5483776.662116278;395215.54614972905;746645.1612903225;2.2711182139250067e-09;906930.9702374674;0.0013503729250587825;37.8002919580014;0.013952901924455561;0.021600009801144376;0.021600009801144376;0.10308573709430663;0.15958350052561548;16.355637259759366;0.005300608902001093;0.008205691178448117;0.8409973959605065;0.0001317571641956712;3.6882102578722082
HD 130322 b;1.05;0.9315371932635849;1.8058979458079997e-08;0.08603999999999999;0.039615619066001764;0.039615619066001764;0.79;0.83;500000000.0;30.0;0.00065767419745963;5.563925138213462;0.2225735265462955;K0 V;1;1.208287125031069;0.9667993512970214;0.06159745076821335;0.012820290461926183;0.0708808289944157;1.956183990866256;49669219362.41005;769446.4648513945;3448000.0;6.184883034435792e-08;259514.83885970063;7.4870450021198e-05;2.0958098443102595;3.464197571039902;0.1158455103611299;;461.61506114706856;15.436773236035041;;120.55535702681898;4.03146661676913;;0.00065767419745963;18.409934186244215
HD 131664 b;135.3;0.3808247572533671;4.2707235051130594e-05;0.9827000000000001;1.0;0.001211067674985707;1.1;1.16;2400000000.0;55.43;0.00022547382081792482;16.22915683393207;1.1048736715071679;G3V;1;1664.079589263477;0.44864065850620805;5.2368616705554665;1.851510199692841;2.467358465933586;59.80131944582149;30615073.2347356;560265.1935126045;1271823.5294117648;3.5933610587958945e-09;607306.0079831856;0.03814511969141107;1067.7766373651784;0.1287503457483968;0.044471855941386446;0.044471855941386446;0.0336741919267818;0.011631454685465078;19.677815790444868;0.002576062991828234;0.0008898018999684801;1.505345492120403;0.00022547382081792482;6.311572231376486
